username,playtime,content,recommended,owned_products,found_helpful
_Fantomex_,62.8 hrs on record,"Posted: August 24
I'll preface this by saying I didn't keep up to date with the development or launch problems of this game, so perhaps I'm coming into the game with a more unbiased opinion of it.

I think it's reasonably fun. It's not AC4, but something else entirely. This game is more akin to some weird love child between World of Warships and something like Euro Truck Simulator 2, bringing the arcade-y naval action of WoWs with the calming (for me at least) monotony that you find in transport (""commerce"") aspects of ETS2/ATS or Elite Dangerous. The combat isn't particularly difficult, but you can and will die on occasion, especially early on. Most of your time post-Captain Level 10 will be spent running transport missions for illicit goods, hence the comparison to ETS2.

There's a surprising amount of depth and synergy to the ship weapon setups, though many of the best weapons look to be locked behind the lengthy end-game grind or seasonal battle pass rewards. I've seen complaints about fast travel being sparse, but I don't have too much of an issue with that. Once you've explored the map a fair bit, you'll find more than a few fast travel points to make use of. The only time you're locked out of fast travel is when doing the end-game blockade running missions, which is perfectly reasonable in my opinion. Limping away from a difficult fight and being a fair distance from the nearest port can be frustrating, but I think it's a necessity for difficulty and perfectly thematic.

Performance-wise, the game actually feels really smooth. I'm running on an older system with a 1080Ti, and on High graphics it's completely stable at 60-70 fps. No hard crashes, but have had the odd map/journal UI buggyness. Nothing game breaking, and far better than what I was led to expect.

Is the game worth $79.99 CAD normally? Definitely not, no. Not when compared to the major releases in that price range of the past couple years.

On sale for 60% off or more? I'd say so, yes. Just know what kind of game it is and don't expect it to be something it isn't.",推荐,,"7 people found this review helpful
1 person found this review funny 1"
Dufti,14.2 hrs on record,"Posted: August 25
Beim einloggen hatte ich keine Probleme.
Ich hatte keine Ahnung von diesem Game, aber das maritime Thema hat mich dazu gebracht es zu kaufen.
Die schlechten Bewertungen haben mich schon ordentlich abgeschreckt. Ich spiele auch Elite Dangerous darum stört es mich mit dem Server nicht so sehr.
Nach einem Server Absturz konnte ich es sofort wieder neu starten, ohne Spiel Fortschritte zu verlieren.
Die Atmosphäre und Spielmechanik gefällt mir recht gut und macht auch als Einzelspieler Spaß.
Ohne Kompass durch die Wüste bin ich gestartet, und kam doch relativ gut zurecht.
Ich bin in solchen Spielen eher unerfahren und viele Andere kommen mit Sicherheit viel besser mit den Spielmechaniken klar.
Hier habe ich einen Livestream gestartet und, wie gesagt, ohne einen Schimmer wie alles funktioniert.",推荐,,10 people found this review helpful 0
DeceitfulSlayer,37.4 hrs on record,"Posted: August 25
If you like pirate games and or sailing/ship combat and it's on sale I feel it's worth it, I've been having a blast so far.",推荐,,4 people found this review helpful 0
ZepImortal,11.8 hrs on record,"Posted: August 24
Quem quiser ser um pirata fique em pé aqui
Um pirata de verdade é bem forte assim

Mostre os braços e abaixe também
Fazendo um som, cantando também

Arrr, Arrr, Arrr
Pirata, pirata, pirata diz: Arrr!


NÃO SEI PQ OS YOUTUBERS KIDS AI NEGATIVARAM O GAME, ESSE GAME EH BOM DEMAISSSS !!!!",推荐,163 products in account,"9 people found this review helpful
12 people found this review funny 2"
Xealix,28.7 hrs on record,"Posted: August 26
Not nearly as bad as everyone made it out to be. It's actually a pretty good game and it looks really nice as well.

It's quite a bit of fun sailing around and exploring. The combat is also a lot of fun.

All in all good game, that a lot of people ganged up on cause it wasn't what they wanted it to be. It's not a AAAA game, but it is a good pirate/ship combat game.",推荐,382 products in account,"4 people found this review helpful
1 person found this review funny 0"
Anastacia of Astora,12.3 hrs on record,"Posted: August 25
This game has a lot to improve, it has so much potential to be better.
I hope Ubisoft Singapore release some updates to make this game more sense.
Overall... If we were in 2013 then maybe this game could have sth to say with the Beautiful Graphics & a little bit better Sailing Mechanics.
Ubisoft Singapore please if you're reading my review, please don't do this to AC IV Black Falg Remake like you did with Skull & Bones...

my Score to this game: 5.2/10.0",推荐,281 products in account,4 people found this review helpful 0
Vophiel,13.9 hrs on record,"Posted: August 26
yea im not easy to please but uh, on sale tho (cause the reason i hated this game on launch was the greed), it feels like star trek online but on the ocean and im all about it man, i can just get lost in blowing up other ships and listen to all the smack talking of my crew its an oddly cathartic experience, i even went the extra mile and bought the premium. The devs have heard us with our wallets and are making the game player friendly while clinging onto the piratey ocean feel. for example the minigame to loot ships is gone, you can just hold the button and open the screen and get fast enough to loot and scoot. shrug is aight man is aight",推荐,457 products in account,2 people found this review helpful 0
Mor0kai,0.6 hrs on record,"Posted: August 24
Das Entwicklerstudio scheint wohl keine Ahnung zu haben wie Segelschiffe und Kanonen funktionieren, was bei dieser Art von Spiel eher unglücklich ist.

Selbst bei dem etwas größeren Schiff im Tutorial hat man überhaupt kein Gefühl davon ein tatsächlich wuchtiges Schiff zu lenken sondern eher einen modernen Sportsegler und das man mit den fest stationierten Vorderlader Kanonen zielen kann, ist somit eine der dümmsten Funktionen, die ich seit längerem gesehen habe.



Ich lad mir dann mal Black Flag wieder runter.",推荐,237 products in account,"16 people found this review helpful
12 people found this review funny 2"
pseudo_science,27.7 hrs on record,"Posted: August 25
Sure it's lacking.. but on sale at 60% off... great AAAA game.. $8 an A if you get the premium edition while on that sale.",推荐,252 products in account,4 people found this review helpful 0
蜡笔小鑫,0.1 hrs on record,"Posted: August 27
期待已久的海盗题材游戏，晚上先玩几把看看中式帆船设计",推荐,,1 person found this review helpful 0
瓜子宝宝,15.5 hrs on record,"Posted: August 25
幻想：我要干翻大英帝国,征服整个印度洋让所有的大海都知道我的名字
现实：在拉一船就下线海上货拉拉真好玩(我比船上的黑人还勤快)",推荐,954 products in account,"2 people found this review helpful
1 person found this review funny 0"
